,name,ratings,price,imgURL,storage_ram,camera,oS_Processor,display,network,battery
108,"('OnePlus 8 (Glacial Green, 256 GB)', None)","('4.5', None)","('₹32,990', None)","('https://rukminim2.flixcart.com/image/312/312/kabe9ow0/mobile/8/9/d/oneplus-8-b0756zfxwp456-original-imafrxffunruwqsh.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GBSupported Memory Card TypeMicroSDMemory Card Slot TypeDedicated Slot', None)","('Primary Camera AvailableYesPrimary Camera48MP + 2MP + 16MPPrimary Camera Features48MP rear camera with 4K video at 30/60 fps, 1080P video at 30/60 fps, super slow motion: 720p video at 480 fps, 1080p video at 240fps, time-lapse: 1080P 30fps, 4k 30fps, CINE aspect ratio video recording, ultrashot HDR, nightscape, micro, portrait, pro mode, panorama, cat&dog face detection&focus, AI scene detection, RAW image | 16MP front cameraSecondary Camera AvailableYesFlashBackHD RecordingYesFull HD RecordingYesVideo RecordingYesDigital Zoom2xDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Pie 10Processor TypeQualcomm Snapdragon 865Processor CoreOcta CorePrimary Clock Speed2.84 GHz', None)","('Display Size16.64 cm (6.55 inch)Resolution2400 x 1080 pixelGPUAdreno 650Display TypeFluid AMOLEDHD Game SupportYes', None)","('Network Type4G VOLTE, 5GSupported Networks4G VoLTE, 5GInternet ConnectivityWi-Fi 802.11, ac/ax/b/g/n/n 5GHz, MIMOBluetooth SupportYesBluetooth Version5.1Wi-FiYesWi-Fi Version802.11 a/b/g/n/ac/ax, 2.4G+5G, 2x2 MIMOWi-Fi HotspotYesUSB TetheringYesUSB ConnectivityYesGPS SupportYes', None)","('Battery Capacity4300 mAhBattery Typelithium-ion', None)"
109,"('OnePlus 10R 5G (Prime Blue, 128 GB)', None)","('4.3', None)","('₹29,990', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/y/c/-original-imagj5u8kmgaybya.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GB', None)","('Primary Camera64MP Rear Camera', None)","('Operating SystemAndroid Oxygen 12', None)","('Display Size17.02 cm (6.7 inch)Resolution2400 x 1080 Pixel', None)","('Network Type4G VOLTE, 4GSupported Networks4G VoLTE, 4G LTE', None)","('Battery Capacity5000 mAh', None)"
110,"('OnePlus Nord CE 2 Lite 5G (Black Dusk, 128 GB)', None)","('4.3', None)","('₹17,990', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/7/o/d/nord-ce-2-lite-5g-cph2381-oneplus-original-imagdwf8gvgqyr7j.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera64MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid 12Processor CoreOcta CorePrimary Clock Speed2.2 GHz', None)","('Display Size16.74 cm (6.59 inch)Resolution2412 x 1080 Pixel', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity5000 mAh', None)"
111,"('OnePlus Nord N10 5G (Midnight Ice, 128 GB)', None)","('4.4', None)","('₹16,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/u/2/nord-n10-5g-ba2326-oneplus-original-imagzyypezgth9ny.jpeg?q=70', None)","('Internal Storage128 GBRAM6 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera AvailableYesPrimary Camera16 MP + 20 MPPrimary Camera FeaturesAI Scene Detection,\u202fPortrait\u202fMode, Pro Mode,\u202fNight Mode,\u202fPanorama,\u202fTime-Lapse, HDR, HQ, Studio Lighting,\u202fRAW ImageSecondary Camera AvailableYesSecondary Camera16MP Front CameraSecondary Camera FeaturesPortrait\u202fMode, HDR, Screen Flash,\u202fStudio Lighting,\u202fSmile Capture, Face\u202fRetouchingFlashFront & Back FlashDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Q 11Processor CoreOcta CorePrimary Clock Speed242 MHz', None)","('Display Size16.48 cm (6.49 inch)Resolution2230X1180$$Pixels', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity4300 mAh', None)"
112,"('OnePlus 6T (Mirror Black, 128 GB)', None)","('4.4', None)","('₹20,990', None)","('https://rukminim2.flixcart.com/image/312/312/k08gfbk0/mobile/e/j/r/oneplus-6t-a6010-original-imafk27wga26g7zs.jpeg?q=70', None)","('Internal Storage128 GBRAM6 GBMemory Card Slot TypeHybrid Slot', None)","('Primary Camera50MP Rear Camera', None)","('Operating SystemAndroid Pie OxygenProcessor CoreOcta CorePrimary Clock Speed2.8 GHz', None)","('Display Size16.28 cm (6.41 inch)Resolution2340 x 1080 Pixels', None)","('Network Type4G VOLTESupported Networks4G LTEBluetooth SupportYesBluetooth Version5Wi-Fi Version802.11 a/b/g/n/ac', None)","('Battery Capacity3700 mAhBattery Typelithium-ion', None)"
113,"('OnePlus Nord 2 5G (Gray Sierra, 128 GB)', None)","('4.1', None)","('₹25,989', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/f/l/-original-imagdbff6gur5wha.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeHybrid Slot', None)","('Primary Camera48MP Rear CameraSecondary Camera8MP Front CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid 11Processor CoreOcta CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution2400 x 1080 Pixels', None)","('Network Type5GSupported Networks5G, 4G LTE, GSM', None)","('Battery Capacity4500 mAh', None)"
114,"('OnePlus 7T Pro Mclaren Limited Edition (Papaya Orange, 256 GB)', None)","('4.3', None)","('₹50,900', None)","('https://rukminim2.flixcart.com/image/312/312/k3q76a80/mobile/h/z/y/oneplus-7t-pro-mclaren-limited-edition-5011100765-original-imafmsfzq4zfzt8d.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera108MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Pie V10 OxygenProcessor CoreOcta CorePrimary Clock Speed2.26 GHz', None)","('Display Size16.94 cm (6.67 inch)Resolution3120 x 1440$$pixel', None)","('Network Type4G VOLTESupported Networks4G VoLTE, GSM', None)","('Battery Capacity4085 mAh', None)"
115,"('OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 256 GB)', None)","('4.3', None)","('₹24,990', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/r/b/nord-ce-3-lite-5g-ce2099-oneplus-original-imagzj42cctpjjze.jpeg?q=70', None)","('Internal Storage256 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Android 13Processor CoreOcta CorePrimary Clock Speed2.2 GHz', None)","('Display Size17.07 cm (6.72 inch)Resolution2400x1080', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity5000 mAh', None)"
116,"('OnePlus Nord 3 5G (Tempest Gray, 256 GB)', None)","('4.3', None)","('₹37,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/y/i/nord-3-5g-cph2491-oneplus-original-imagrk2vbpbegxmy.jpeg?q=70', None)","('Internal Storage256 GBRAM16 GB', None)","('Primary Camera50MP Rear CameraDual Camera LensPrimary & Secondary Camera', None)","('Operating SystemAndroid ANdroid 13 OxygenOSProcessor CoreOcta CorePrimary Clock Speed3.05 GHz', None)","('Display Size17.12 cm (6.74 inch)Resolution1240x2772$$Pixels', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity5000 mAh', None)"
117,"('OnePlus Nord CE 2 5G (Gray Mirror, 128 GB)', None)","('4.2', None)","('₹24,989', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/z/k/-original-imagdbyuc26yzmz8.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera64MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Q 13Processor CoreOcta CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution2400*1080', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity4500 mAh', None)"
118,"('OnePlus Nord CE 2 5G (Bahama Blue, 128 GB)', None)","(nan, None)","('₹24,499', None)","('https://rukminim2.flixcart.com/image/312/312/l1tmf0w0/mobile/b/h/9/nord-ce-2-iv2201-oneplus-original-imagdbyggt7js6hn.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera64MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution2400 x 1080 Pixel', None)","('Network Type5GSupported NetworksGSM, 4G LTE, 5G', None)","('Battery Capacity4500 mAh', None)"
119,"('OnePlus Nord CE 2 5G (Bahama Blue, 128 GB)', None)","(nan, None)","('₹23,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/m/d/-original-imagdbygzxe83p9p.jpeg?q=70', None)","('Internal Storage128 GBRAM6 GBMemory Card Slot TypeDedicated Slot', None)","(nan, None)","('Operating SystemAndroid 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution2400 x 1080$$pixels', None)","('Network Type5GSupported Networks5G, GSM, 4G LTE', None)","('Battery Capacity4500 mAh', None)"
120,"('OnePlus Nord CE 2 Lite 5G (Black Dusk, 128 GB)', None)","('4.3', None)","('₹17,990', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/7/o/d/nord-ce-2-lite-5g-cph2381-oneplus-original-imagdwf8gvgqyr7j.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera64MP Rear Camera', None)","('Operating SystemAndroid 12Processor CoreOcta CorePrimary Clock Speed2.2 GHz', None)","('Display Size16.74 cm (6.59 inch)Resolution2412 x 1080 Pixel', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity5000 mAh', None)"
121,"('OnePlus Nord N10 5G (Midnight Ice, 128 GB)', None)","('4.4', None)","('₹16,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/u/2/nord-n10-5g-ba2326-oneplus-original-imagzyypezgth9ny.jpeg?q=70', None)","('Internal Storage128 GBRAM6 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera64MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Q 11Processor CoreOcta CorePrimary Clock Speed242 MHz', None)","('Display Size16.48 cm (6.49 inch)Resolution2230X1180$$Pixels', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity4300 mAh', None)"
122,"('OnePlus Nord 2 5G (Gray Sierra, 128 GB)', None)","('4.4', None)","('₹25,989', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/f/l/-original-imagdbff6gur5wha.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeHybrid Slot', None)","('Primary Camera50MP Rear Camera', None)","('Operating SystemAndroid 11Processor CoreOcta CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution2400 x 1080 Pixels', None)","('Network Type5GSupported Networks5G, 4G LTE, GSM', None)","('Battery Capacity4500 mAh', None)"
123,"('OnePlus 6T (Mirror Black, 128 GB)', None)","('4.3', None)","('₹20,990', None)","('https://rukminim2.flixcart.com/image/312/312/k08gfbk0/mobile/e/j/r/oneplus-6t-a6010-original-imafk27wga26g7zs.jpeg?q=70', None)","('Internal Storage128 GBRAM6 GBMemory Card Slot TypeHybrid Slot', None)","('Primary Camera AvailableYesPrimary Camera16 MP + 20 MPPrimary Camera FeaturesAI Scene Detection,\u202fPortrait\u202fMode, Pro Mode,\u202fNight Mode,\u202fPanorama,\u202fTime-Lapse, HDR, HQ, Studio Lighting,\u202fRAW ImageSecondary Camera AvailableYesSecondary Camera16MP Front CameraSecondary Camera FeaturesPortrait\u202fMode, HDR, Screen Flash,\u202fStudio Lighting,\u202fSmile Capture, Face\u202fRetouchingFlashFront & Back FlashDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Pie OxygenProcessor CoreOcta CorePrimary Clock Speed2.8 GHz', None)","('Display Size16.28 cm (6.41 inch)Resolution2340 x 1080 Pixels', None)","('Network Type4G VOLTESupported Networks4G LTEBluetooth SupportYesBluetooth Version5Wi-Fi Version802.11 a/b/g/n/ac', None)","('Battery Capacity3700 mAhBattery Typelithium-ion', None)"
124,"('OnePlus Nord 3 5G (Tempest Gray, 256 GB)', None)","('4.1', None)","('₹37,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/y/i/nord-3-5g-cph2491-oneplus-original-imagrk2vbpbegxmy.jpeg?q=70', None)","('Internal Storage256 GBRAM16 GB', None)","('Primary Camera50MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid ANdroid 13 OxygenOSProcessor CoreOcta CorePrimary Clock Speed3.05 GHz', None)","('Display Size17.12 cm (6.74 inch)Resolution1240x2772$$Pixels', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity5000 mAh', None)"
125,"('OnePlus Nord CE 2 5G (Gray Mirror, 128 GB)', None)","('4.3', None)","('₹24,989', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/z/k/-original-imagdbyuc26yzmz8.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear CameraDual Camera LensPrimary & Secondary Camera', None)","('Operating SystemAndroid Q 13Processor CoreOcta CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution2400*1080', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity4500 mAh', None)"
126,"('OnePlus Nord CE 5G (Blue Void, 128 GB)', None)","('4.2', None)","('₹23,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/w/v/-original-imagdm4pzduvcfx4.jpeg?q=70', None)","('Internal Storage128 GBRAM6 GB', None)","('Primary Camera64MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Q 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution1080 x 2400$$pixels', None)","('Network Type5GSupported Networks4G LTE, CDMA, GSM, 5G', None)","('Battery Capacity4500 mAh', None)"
127,"('OnePlus Nord CE 2 5G (Bahama Blue, 128 GB)', None)","('4.2', None)","('₹24,499', None)","('https://rukminim2.flixcart.com/image/312/312/l1tmf0w0/mobile/b/h/9/nord-ce-2-iv2201-oneplus-original-imagdbyggt7js6hn.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera64MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution2400 x 1080 Pixel', None)","('Network Type5GSupported NetworksGSM, 4G LTE, 5G', None)","('Battery Capacity4500 mAh', None)"
128,"('OnePlus Nord CE 2 5G (Bahama Blue, 128 GB)', None)","('4.3', None)","('₹23,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/m/d/-original-imagdbygzxe83p9p.jpeg?q=70', None)","('Internal Storage128 GBRAM6 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera64MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution2400 x 1080$$pixels', None)","('Network Type5GSupported Networks5G, GSM, 4G LTE', None)","('Battery Capacity4500 mAh', None)"
129,"('OnePlus Nord CE 2 5G (Gray Mirror, 128 GB)', None)","('4.1', None)","('₹23,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/r/u/-original-imagdbyuxwd9vnh4.jpeg?q=70', None)","('Internal Storage128 GBRAM6 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera64MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution2400 x 1080$$pixels', None)","('Network Type5GSupported Networks4G LTE, 5G, GSM', None)","('Battery Capacity4500 mAh', None)"
130,"('OnePlus Nord 2 5G (Green Wood, 256 GB)', None)","('4.1', None)","('₹29,992', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/n/m/-original-image7d9zgguhgcy.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Oxygen 11.3Processor CoreOcta CorePrimary Clock Speed3 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution2400 x 1080$$pixel', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity4500 mAh', None)"
131,"('OnePlus Nord CE 5G (Blue Void, 256 GB)', None)","('3.4', None)","('₹21,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/t/k/-original-imag43fz8bd4hg3d.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GB', None)","('Primary Camera AvailableYesPrimary Camera64MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Q 11Processor TypeQualcomm Snapdragon Octa Core 750G 5G ProcessorProcessor CoreOcta CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution2400 x 1080$$pixelsDisplay TypeFluid Amoled Display', None)","('Network Type5GSupported Networks4G LTE, 5G, GSM, WCDMA', None)","('Battery Capacity4500 mAhBattery TypeLithium-IonDual BatteryNo', None)"
132,"('OnePlus Nord CE 5G (Silver Ray, 256 GB)', None)","('4.1', None)","('₹27,990', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/l/u/-original-imagdm57bg2wnvxf.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GB', None)","('Primary Camera64MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Q 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution1080 x 2400$$Pixels', None)","('Network Type5GSupported Networks4G LTE, 5G, GSM, CDMA', None)","('Battery Capacity4500 mAh', None)"
133,"('OnePlus Nord CE 5G (Silver Gray, 128 GB)', None)","('4.5', None)","('₹21,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/l/u/-original-imagdm57bg2wnvxf.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GB', None)","('Primary Camera64MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Q 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution1080 x 2400$$Pixels', None)","('Network Type5GSupported Networks4G LTE, 5G, CDMA, GSM', None)","('Battery Capacity4500 mAh', None)"
134,"('OnePlus Nord CE 5G (Silver Ray, 128 GB)', None)","('4.5', None)","('₹22,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/l/u/-original-imagdm57bg2wnvxf.jpeg?q=70', None)","('Internal Storage128 GBRAM6 GB', None)","('Primary Camera64MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Q 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution1080 x 2400$$Pixels', None)","('Network Type5GSupported Networks4G LTE, GSM, CDMA, 5G', None)","('Battery Capacity4500 mAh', None)"
135,"('OnePlus 6T (Thunder Purple, 128 GB)', None)","('4.2', None)","('₹34,990', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/b/4/6t-a6010-oneplus-original-imagqzydhvraau9a.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera AvailableYesPrimary Camera16MP + 16MP + 20MPSecondary Camera AvailableYesSecondary Camera16MP Front CameraFlashYesDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Pie 9Processor CoreOcta CorePrimary Clock Speed2.8 GHz', None)","('Display Size16.64 cm (6.55 inch)Resolution2340 x 1080', None)","('Network Type4G VOLTE, 4GSupported Networks4G VoLTE', None)","('Battery Capacity3800 mAhBattery Typelithium-polymer', None)"
136,"('OnePlus 6T (Midnight Black, 128 GB)', None)","('4.3', None)","('₹21,999', None)","('https://rukminim2.flixcart.com/image/312/312/k08gfbk0/mobile/7/5/g/oneplus-6t-a6010-original-imafk27xt9rcy5m9.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeHybrid Slot', None)","('Primary Camera AvailableYesPrimary Camera16 MP + 20 MPPrimary Camera FeaturesAI Scene Detection,\u202fPortrait\u202fMode, Pro Mode,\u202fNight Mode,\u202fPanorama,\u202fTime-Lapse, HDR, HQ, Studio Lighting,\u202fRAW ImageSecondary Camera AvailableYesSecondary Camera16MP Front CameraSecondary Camera FeaturesPortrait\u202fMode, HDR, Screen Flash,\u202fStudio Lighting,\u202fSmile Capture, Face\u202fRetouchingFlashFront & Back FlashDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Pie OxygenProcessor CoreOcta CorePrimary Clock Speed2.8 GHz', None)","('Display Size16.28 cm (6.41 inch)Resolution2340 x 1080 Pixels', None)","('Network Type4G VOLTESupported Networks4G LTEBluetooth SupportYesBluetooth Version5Wi-Fi Version802.11 a/b/g/n/ac', None)","('Battery Capacity3700 mAhBattery Typelithium-ion', None)"
137,"('OnePlus 6T (Speed Orange, 256 GB)', None)","('4.2', None)","('₹39,999', None)","('https://rukminim2.flixcart.com/image/312/312/k08gfbk0/mobile/v/b/v/oneplus-6t-a6010-original-imafk2dep8f5vntg.jpeg?q=70', None)","('Internal Storage256 GBRAM10 GBMemory Card Slot TypeHybrid Slot', None)","('Primary Camera AvailableYesPrimary Camera16 MP + 20 MPPrimary Camera FeaturesAI Scene Detection,\u202fPortrait\u202fMode, Pro Mode,\u202fNight Mode,\u202fPanorama,\u202fTime-Lapse, HDR, HQ, Studio Lighting,\u202fRAW ImageSecondary Camera AvailableYesSecondary Camera16MP Front CameraSecondary Camera FeaturesPortrait\u202fMode, HDR, Screen Flash,\u202fStudio Lighting,\u202fSmile Capture, Face\u202fRetouchingFlashFront & Back FlashDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Pie OxygenProcessor CoreOcta CorePrimary Clock Speed2.8 GHz', None)","('Display Size16.28 cm (6.41 inch)Resolution2340 x 1080 Pixels', None)","('Network Type4G VOLTESupported Networks4G LTEBluetooth SupportYesBluetooth Version5Wi-Fi Version802.11 a/b/g/n/ac', None)","('Battery Capacity3700 mAhBattery Typelithium-ion', None)"
138,"('OnePlus Nord CE 2 Lite 5G (Blue Tide, 128 GB)', None)","('4.3', None)","('₹21,800', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/a/u/-original-imaggcz87qrge5ac.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera64MP Rear Camera', None)","('Operating SystemAndroid 12Processor CoreOcta CorePrimary Clock Speed2.2 GHz', None)","('Display Size16.74 cm (6.59 inch)Resolution2412 x 1080 Pixels', None)","('Network Type5GSupported Networks5G', None)","('Battery Capacity5000 mAh', None)"
139,"('OnePlus 9 Pro 5G (Morning Mist, 128 GB)', None)","('3.8', None)","('₹42,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/5/t/-original-imaggceeagthynsm.jpeg?q=70', None)","('Internal Storage128 GBRAM8 GB', None)","('Primary Camera48MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size17.02 cm (6.7 inch)Resolution3216 X 1440 Pixel', None)","('Network Type5GSupported Networks4G LTE, GSM, CDMA, 5G', None)","('Battery Capacity4500 mAh', None)"
140,"('OnePlus Nord 2 5G (Gray Sierra, 256 GB)', None)","('4.1', None)","('₹29,992', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/f/l/-original-imagdbff6gur5wha.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GBMemory Card Slot TypeDedicated Slot', None)","('Primary Camera50MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution1080 x 2400$$pixels', None)","('Network Type5GSupported Networks4G LTE, GSM, 5G', None)","('Battery Capacity4500 mAh', None)"
141,"('OnePlus 9 Pro 5G (Morning Mist, 256 GB)', None)","('4.6', None)","('₹47,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/z/l/-original-imagdm2pzrg5ej6y.jpeg?q=70', None)","('Internal Storage256 GBRAM12 GB', None)","('Primary Camera48MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Q 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size17.02 cm (6.7 inch)Resolution3216 X 1440 Pixels', None)","('Network Type5GSupported Networks5G, 4G LTE, GSM, CDMA', None)","('Battery Capacity4500 mAh', None)"
142,"('OnePlus Nord CE 5G (Blue Void, 128 GB)', None)","(nan, None)","('₹26,999', None)","('https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/w/v/-original-imagdm4pzduvcfx4.jpeg?q=70', None)","('Internal Storage128 GBRAM12 GB', None)","('Primary Camera64MP Rear CameraDual Camera LensPrimary Camera', None)","('Operating SystemAndroid Q 11Processor CoreDual CorePrimary Clock Speed2.4 GHz', None)","('Display Size16.33 cm (6.43 inch)Resolution1080 x 2400$$pixels', None)","('Network Type5GSupported Networks4G LTE, GSM, CDMA, 5G', None)","('Battery Capacity4500 mAh', None)"
